"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"BLMH",2393.31656169554,0.0995398180306831,0.0712266593533776,1.3975078844683,0.162260897358387,0.704770712580273
"NewGene_15345",1.69205804127124,-2.00936289141679,1.81110339237481,-1.10946890159706,0.267227952917603,0.805734405554845
"NewGene_15343",823.777966127982,0.0789911814668096,0.118094560848672,0.668880775703378,0.503571534318746,0.929913953800803
"XXYLT1",1986.9372049575,-0.0189040376303537,0.0491085400558597,-0.384943995664519,0.700278908999276,0.978764490838105
"NewGene_10648",21.4325285374892,-0.0341858714898792,0.346202176562236,-0.0987453973552176,0.921340423100503,0.997710003192359
"NewGene_10649",8.27605968459491,0.185180378507751,0.614189092940632,0.301503853839441,0.763030311715524,0.988224038965508
"ACAD9",1158.95032724616,0.0650395060751472,0.0626237597271844,1.03857555596289,0.299002179040262,0.827418274906251
"ACAD8",1040.06173371526,-0.0133921095234231,0.0463818535431956,-0.288735971082979,0.77278343356261,0.989428181780237
"NewGene_10642",2.79912679523351,0.352930372204047,1.02293772844784,0.345016477923409,0.730081982898189,0.985592032587285
"NewGene_10643",1.20092974623678,-1.76521697020748,2.21754542634208,-0.796022913099587,0.426018717619935,0.901385821603692
"NewGene_10640",45.6184620981317,-0.61385815252306,0.282353247568643,-2.17407859767515,0.0296992329880088,0.380728280044938
"NewGene_10641",1428.61630220623,-0.0363602234726109,0.140600566255062,-0.258606522299849,0.79593885033781,0.993597715710361
"NewGene_10644",31.1778528861314,-0.0331766289560693,0.299859061767247,-0.110640741555516,0.911901238714061,0.997710003192359
"NewGene_11115",42.3418477755998,0.0843626532495001,0.180214005713821,0.468124843656533,0.639695313979709,0.968627249165913
"NewGene_11114",4.5620824759886,1.69580067122922,1.0122324730604,1.6753075171577,0.093873911314263,0.603839963847767
"ACADM",1949.96229852416,0.043688838629107,0.0781788644541854,0.558831839450798,0.576276490663915,0.953453682247299
"NewGene_11116",34.4380018103066,0.142552538948538,0.231791226753801,0.615004031623473,0.538552057929653,0.942194993170337
"NewGene_11111",1.71616473652536,1.12840062491895,1.52600424020709,0.7394478961381,0.459635067546571,0.912848380400501
"NewGene_11110",2.08947833358077,-0.081343022775426,1.53540730986766,-0.0529781395807194,0.957749325335974,0.998972956557172
"NewGene_11113",0.891123804237231,-1.07090947638184,3.3408849152688,-0.320546652621129,0.748553970755575,0.987159536936841
"NewGene_11119",13.9793355511158,0.254938366021439,0.353071937081085,0.722057856336771,0.470258907303758,0.917161913568444
"NewGene_105",4.13799241873044,0.0685235700864379,0.600547005157875,0.114101926240435,0.909156995279603,0.997710003192359
"ACADS",132.038019396714,-0.0594920199993871,0.154103878575239,-0.38605141252393,0.699458592867506,0.978393472619999
"KCNH3",83.302713709827,-0.183711100705743,0.242675452786129,-0.757023829961277,0.449035585900597,0.907752781095838
"ERMP1",1141.60844756335,-0.078400821742675,0.0647132639532057,-1.21151085501369,0.225699676958709,0.770800222682489
"NewGene_6186",1.89024712901552,0.430847658607385,0.903738837498408,0.476739120562741,0.633547901926742,0.967179635887296
"IFNA21",5.09644570828096,-0.459687793661042,0.669292800019707,-0.686826144921187,0.492192292105233,0.925459969039915
"NewGene_16699",1.14887411282385,-0.127767878926922,1.4917756943738,-0.0856481838447934,0.931746093987253,0.997710003192359
"HLCS",1377.50013080854,-0.04493665620775,0.0547452706673512,-0.820831747838069,0.411742112134955,0.894425354395361
"NewGene_16697",1.24441389808939,-0.27289408206465,1.61110798810158,-0.169382862030379,0.865495502848003,0.995372925214816
"NewGene_16695",1.24293575658318,-0.927602421495343,1.86863734722019,-0.496405802268298,0.61960813219156,0.965103639292863
"NewGene_16694",5.54498999272335,-0.264700428563116,0.631954184356663,-0.4188601565042,0.675318337428546,0.973297685931964
"NewGene_16693",1.95839252080135,0.435325491359524,0.864533906191717,0.503537788676373,0.614586219105952,0.96412516028155
"NewGene_16692",5.34831666538231,0.366676811723671,0.495827402596734,0.73952510450879,0.459588201362899,0.912848380400501
"NewGene_16691",9.2771618461613,0.175698110219268,0.422327954501904,0.416022923290711,0.677393229228006,0.973297685931964
"NewGene_16690",81.6656132427923,-0.072602889568905,0.238915570064693,-0.303885132096019,0.761215405343366,0.987706309958402
"NewGene_8779",2.38855043180855,0.665801855662483,0.790714783208073,0.842025303942344,0.399773789839245,0.888379052529335
"NewGene_8774",12.6680555177088,0.735830187577574,0.412033663418757,1.7858496839122,0.0741235996971172,0.556264488320067
"NewGene_8775",22.1707790433492,0.405625436574207,0.339981399152067,1.19308126146272,0.232837549467849,0.777584635889743
"NewGene_8772",4.63062836966156,1.58123525021958,0.883849239417572,1.78903276678901,0.0736095386787336,0.555786936516438
"NewGene_8773",35.008444641378,0.545065843380335,0.226292194384884,2.40868159355631,0.0160102591547928,0.281385259952575
"NewGene_8770",480.686946156806,-0.136477161345036,0.120422946800556,-1.13331524407112,0.257081892356233,0.798775706486373
"NewGene_16860",30.7434564817995,-0.0725185755637412,0.205817394945337,-0.35234424953732,0.724580106789952,0.984668804583409
"H1-0",9905.73943281704,0.0536544618449481,0.14871227083613,0.360793776756133,0.71825361533733,0.983278057334972
"KRT4",2.59930903242671,-0.267351753418109,1.77982856680067,-0.150212081323476,0.880597294525038,0.996063000383726
"NPPC",39.3221746874622,0.21679220204752,0.265410300124854,0.816819098375373,0.414031816306637,0.895987686463642
"NPPB",88.3017696783889,-0.131447789784927,0.288765250141025,-0.455206399387502,0.648960757056821,0.971263876495743
