"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"BLMH",2393.31656169554,0.0719242102514225,0.0712977170426808,1.00878700237157,0.313076795863498,0.981395545575824
"NewGene_15345",1.69205804127124,-0.972709220500979,1.74843837363729,-0.556330286024005,0.577985086793601,1
"NewGene_15343",823.777966127982,0.0236062860535611,0.118288625524454,0.199565139495858,0.84182069394711,1
"XXYLT1",1986.9372049575,-0.112563232028909,0.0493210620203454,-2.2822548302483,0.0224742996510832,0.397377887163969
"NewGene_10648",21.4325285374892,0.128629024506872,0.344917407107319,0.372927030809001,0.709202753237338,1
"NewGene_10649",8.27605968459491,-0.0481107454194547,0.622742468824325,-0.0772562460856137,0.938419697395642,1
"ACAD9",1158.95032724616,-0.0492487647136908,0.0629426035930735,-0.78243926851336,0.433956463619175,1
"ACAD8",1040.06173371526,-0.122113360073878,0.0468603434006056,-2.60589981234111,0.00916332602818644,0.237215924602217
"NewGene_10642",2.79912679523351,0.773143701212311,1.01039959300964,0.765186077430389,0.444160748937675,1
"NewGene_10643",1.20092974623678,-0.890014781594283,2.18946450304328,-0.406498840404672,0.68437610882966,1
"NewGene_10640",45.6184620981317,0.207414538304423,0.273775552014048,0.757607963087152,0.448685711627634,1
"NewGene_10641",1428.61630220623,-0.0943032781436067,0.140680331547156,-0.670337332209061,0.502642773887745,1
"NewGene_10644",31.1778528861314,-0.212805948143769,0.303699467877641,-0.700712285177619,0.483482587663998,1
"NewGene_11115",42.3418477755998,0.0182446869237381,0.182386683701972,0.100032998864932,0.920318127522175,1
"NewGene_11114",4.5620824759886,1.10400459225604,1.02683278448542,1.07515518489147,0.282305255900005,0.95977643459569
"ACADM",1949.96229852416,-0.019795887827689,0.0782896323573174,-0.252854525326415,0.800380631251847,1
"NewGene_11116",34.4380018103066,-0.0152027380541425,0.235327645351942,-0.06460243135228,0.948490548816865,1
"NewGene_11111",1.71616473652536,1.57631988821127,1.51797964731376,1.03843282154721,0.299068595760982,0.97329709429206
"NewGene_11110",2.08947833358077,0.332597285531338,1.51740322490289,0.219188466238183,0.826503239652469,1
"NewGene_11113",0.891123804237231,3.73472300547577,3.29185419953959,1.13453475734075,0.256570302720862,0.944809110039229
"NewGene_11119",13.9793355511158,0.299605671021423,0.353857605945607,0.846684276351196,0.397171125171002,0.999319879158147
"NewGene_105",4.13799241873044,-0.585945071531662,0.640031413698084,-0.915494238237601,0.359932225874684,0.993443258609085
"ACADS",132.038019396714,-0.232480523675271,0.15565993039203,-1.49351553151648,0.135302291762962,0.833881050617109
"KCNH3",83.302713709827,-0.276579992455676,0.244155255764616,-1.13280376287423,0.257296670918673,0.94575870172961
"ERMP1",1141.60844756335,-0.225163524298371,0.0651034511639434,-3.45854974310601,0.000543091975454512,0.0342495126621108
"NewGene_6186",1.89024712901552,-0.700262756624118,0.993516127812734,-0.704832802428457,0.480914292375501,1
"IFNA21",5.09644570828096,-0.222349245248826,0.662983777273749,-0.335376600258829,0.737341017166171,1
"NewGene_16699",1.14887411282385,0.70098710064696,1.46626696793162,0.478076036614126,0.632596087221831,1
"HLCS",1377.50013080854,0.0258625438952259,0.0547505135314433,0.472370800328166,0.63666214265509,1
"NewGene_16697",1.24441389808939,-0.843370958048091,1.65382780539232,-0.509950888053929,0.610085869257628,1
"NewGene_16695",1.24293575658318,-0.153556333266543,1.85476340320895,-0.0827902540026796,0.934018318702526,1
"NewGene_16694",5.54498999272335,-0.53915856241284,0.645444353938022,-0.835329272187904,0.403532340317329,1
"NewGene_16693",1.95839252080135,0.35697285103583,0.872915736854388,0.408943081175517,0.682581432298166,1
"NewGene_16692",5.34831666538231,-0.414234830726869,0.53361397177963,-0.776281830375196,0.437582598821384,1
"NewGene_16691",9.2771618461613,0.0321627511684284,0.429485784310271,0.0748866489727476,0.940304899303925,1
"NewGene_16690",81.6656132427923,-0.188836325092803,0.240424356938261,-0.785429261400895,0.432201930054398,1
"NewGene_8779",2.38855043180855,0.0444017605540571,0.831622798162906,0.0533917067354847,0.957419812855833,1
"NewGene_8774",12.6680555177088,0.582319158353495,0.416956038984436,1.39659605307991,0.162535077864367,0.872432440921382
"NewGene_8775",22.1707790433492,0.210096801955553,0.344298799481688,0.610216481358158,0.541718413427579,1
"NewGene_8772",4.63062836966156,0.194541927386936,0.932863261177174,0.208542811667216,0.834805158486337,1
"NewGene_8773",35.008444641378,0.17114981830453,0.232930133946891,0.734768900032285,0.462480250621238,1
"NewGene_8770",480.686946156806,-0.0240550883571384,0.12034268443674,-0.199888248045384,0.841567981669107,1
"NewGene_16860",30.7434564817995,0.0583484526362982,0.204808900533533,0.284892172577943,0.775726752980552,1
"H1-0",9905.73943281704,-0.0490453050770752,0.148727078562553,-0.3297671516922,0.741575909373337,1
"KRT4",2.59930903242671,-0.351823287933476,1.78817718983272,-0.196749678909833,0.844023431694465,1
"NPPC",39.3221746874622,0.523148653218606,0.262946027987785,1.98956666971562,0.0466386907991752,0.5765142344728
"NPPB",88.3017696783889,-0.0607076147272922,0.2887511789323,-0.210241963173163,0.833478829508786,1
"NPPA",59.2283091168644,-0.0546202170846121,0.209585126593068,-0.260611131965786,0.7943924042046,1
"GLUL",9549.47206037315,-0.2647147107631,0.0917453547719208,-2.88532004068415,0.00391015940009308,0.13788377907787
"GSTA3",68.1065749846811,-0.817257950522198,0.576747720014339,-1.41701115090993,0.156479667309578,0.865494867926547
"GSTA1",2.13700999700124,-0.037155403873239,1.89506006124272,-0.019606451865633,0.984357316979041,1
"TGDS",356.892669688514,-0.0155725774204961,0.081043996975868,-0.19214967180275,0.847624967292098,1
"GSTA4",3515.92696802268,0.0643693678178474,0.0678471448159198,0.94874099702341,0.342752357387812,0.988759455948268
"SARM1",3616.12551223972,0.0482089558507145,0.0704091640732725,0.684697176642305,0.493535031035744,1
"LOC124908047",41.8841012074387,-0.215422150355644,0.220903498585655,-0.975186684388858,0.329467665940212,0.985684736450237
"LOC124908046",28.8798648666708,-0.974289443207146,0.286093986760113,-3.40548731639046,0.000660460814412396,0.039487551116232
"LOC124908045",4.11023580359992,0.304693403534998,1.53650513774704,0.198302886238159,0.842808093640656,1
"LOC124908044",25.717400546782,0.575078929684236,0.299748486750733,1.91853822489007,0.0550428000714286,0.624134738740969
"LOC124908048",97.9533118368465,0.285409849793805,0.216596366571801,1.31770377458845,0.187602830506254,0.90293074461593
"NewGene_17870",7.96541410358896,-0.3106236600805,0.451145194752173,-0.688522594707308,0.491123746719506,1
"NewGene_17872",0.428202709930574,0.406397149649752,4.2142877753002,0.0964331747897314,0.923176545219972,1
"NewGene_17873",4.59052246888246,-0.0256328324768856,1.02746781939114,-0.024947576939271,0.980096778118624,1
"NewGene_17874",106.605840610069,-0.452718363708135,0.553154097962136,-0.818430823121416,0.413111227494358,1
"SMPD4",1251.91456890161,-0.0352832024333793,0.0912631042098659,-0.386609711984409,0.69904516689552,1
"ALG14",182.276727681395,-0.00822090109660393,0.140595348894033,-0.0584720701024045,0.953372609249022,1
"ALG13",1654.00483534272,0.0645050567220213,0.0387207072405473,1.66590595366175,0.0957321476210156,0.755052263306508
"ALG12",988.066339363821,-0.0164406485270699,0.119714835016885,-0.137331756124887,0.890768570471968,1
"ALG11",2116.90599537055,0.0623527974203387,0.0655136065255889,0.951753394861332,0.341222062996545,0.988596167670569
"ALG10",109.711092119159,0.271095738220317,0.183834066253462,1.47467628685612,0.140299594290936,0.842468563805268
"ALDH6A1",1270.8488814039,-0.0872166533736488,0.121571013664229,-0.71741322824317,0.473119159758437,1
"COL26A1",5104.0520260464,0.189702426660065,0.0598932553098883,3.16734206011249,0.00153839249223536,0.0717682017298685
"NewGene_150",2.12028622127256,0.0494873388322591,1.15844559129246,0.0427187424288498,0.965925738909306,1
"NewGene_153",28.680193884613,-0.760846438707763,0.365441117306809,-2.08199461602726,0.0373429615035866,0.520274627961234
"NewGene_152",2.14883616196502,-0.473931682210234,0.977877134914683,-0.484653608606549,0.627922079466896,1
"MGLL",438.557320224833,-0.327976373669354,0.266753012147647,-1.22951329032349,0.218879417989507,0.922754469430121
"FAM169A",1488.32273972647,-0.0682646286256838,0.13295107906602,-0.513456747438546,0.607631858943166,1
"STUM",822.063646456524,-0.106403289652854,0.20668348326608,-0.514812736709458,0.606683884180109,1
"EMC9",149.034153144587,0.162100121777454,0.244187358370101,0.663835027576523,0.506795904261598,1
"NXN",2.27118419028784,-2.29515859873862,1.6031218355308,-1.43168070440428,0.152235221050551,0.859575076831216
"GARIN4",1.43064757503679,1.08185637646088,1.41288886716421,0.765705216881111,0.443851722243654,1
"GARIN2",3.2069981712375,-0.31586312908451,0.881729227284468,-0.358231438076856,0.720170122110095,1
"FAM162A",1338.48260007794,-0.184196906593021,0.118303609243233,-1.55698467503482,0.119474123940475,0.810838882428455
"XCR1",1.45093564020682,-0.629164741315315,1.41937161865597,-0.443269918212879,0.657570511539748,1
"NewGene_10864",17.3787429782185,-0.0457973987230585,0.268284381686139,-0.170704677011858,0.864455985088297,1
"NewGene_17254",281.183125361308,0.0126877603055512,0.186366005596478,0.0680797995586326,0.945722110659514,1
"NewGene_10865",29.7632140644559,-0.305883900781192,0.243905147056581,-1.25411006890409,0.209802001083317,0.916518924373461
"FAIM",251.102722738694,0.0729611837592599,0.0975197143648775,0.748168554783395,0.454358495457245,1
"NewGene_17251",2.84619609712432,0.318298383456139,1.12302005771582,0.283430719931704,0.776846682333989,1
"NewGene_17252",0.557902716971619,-1.24939063429148,4.22881498094364,-0.295446984538606,0.767652445777403,1
"LYZL4",2.75480123847417,-0.386135918380416,1.87117067411968,-0.206360608212331,0.836509238658937,1
"MTHFD2",6983.61162019899,0.250014389403379,0.0760356995552156,3.28811848731429,0.00100859381372292,0.0538866118426586
"ACIN1",6003.8801931682,-0.0672828681703512,0.0677409564002397,-0.993237647440613,0.32059415565395,0.984600640098373
"MTHFD1",1654.35034169458,-0.0124852572441799,0.0801610086658119,-0.155752247283096,0.87622831228915,1
"ACADL",205.45625314954,-0.360752367436054,0.257221928052108,-1.40249460910258,0.16076759919693,0.8714014534214
"CLEC7A",14.1731451779179,-1.30292802730128,0.850221456771385,-1.53245724031595,0.125409641618432,0.823209391821374
"NewGene_12338",0.419867119187217,0.987601561604617,4.24565845621285,0.232614462936701,0.816060795558246,1
"SCAP",3747.19878391457,-0.0329776621031095,0.0471711518006799,-0.699106569253501,0.484485433410637,1
"RSRP1",1271.15405914832,-0.0789815739661006,0.0979517932494818,-0.806331067006967,0.420051981879772,1
"B3GNTL1",129.931359808626,0.0854834260320785,0.167080681974109,0.511629621222907,0.608910250441094,1
"NewGene_12752",4.1546215678142,-0.20221835019989,0.702657185876464,-0.287790908944668,0.773506796719664,1
"NewGene_12753",5.90534484473147,1.5188904148932,0.983160919476412,1.54490519792233,0.122369195995222,0.81743214795164
"NewGene_12750",1.49257228150743,1.64924143401529,2.24091852856126,0.735966708738025,0.461750958181151,1
"NewGene_12751",4.04691205146785,0.183216086339314,1.15465842945972,0.158675571636405,0.873924485321232,1
"NewGene_12756",0.559639240331112,1.09084465708706,4.22367775683179,0.258268911571821,0.796199377507948,1
"NewGene_12757",3.62230008391337,1.46233795041568,1.42541459924664,1.0259035870606,0.304937031688839,0.976576311803955
"NewGene_13405",213.577468128416,0.118506143484999,0.111150594857194,1.066176421613,0.286343898563033,0.962447209309821
"NewGene_13406",25.6105078297342,-0.0595635916276017,0.246367600577434,-0.24176714587469,0.808960597579594,1
"XPNPEP3",809.839576200451,-0.0331466293664856,0.0680586313225914,-0.487030501823843,0.62623671560837,1
"NewGene_13400",468.275355904338,-0.156164743766489,0.108873311997839,-1.43437120540237,0.151466360225566,0.858216164543711
"XPNPEP1",4268.0570820319,0.0277746706382953,0.065886454155881,0.421553580233397,0.673350894608858,1
"NewGene_13402",1.51299785424429,3.57660937229353,4.18190129767357,0.855259155514558,0.39240769385715,0.999276195141173
"NewGene_13409",4.95950083540109,0.647544151166551,0.457498019033629,1.41540318039924,0.156950317676744,0.866066802203795
"NewGene_13408",2.30414060520693,-0.812086667600082,0.945321260720881,-0.859058926677268,0.390308006362722,0.999007078193086
"DCLK2",3214.64237535527,0.122810074781958,0.141086930279549,0.870456778233267,0.384050829592698,0.999007078193086
"DCLK3",79.0167440035744,0.0900992250430585,0.151025046816965,0.596584652294494,0.550784720586938,1
"DCLK1",10420.8880995252,0.0727062196766513,0.142878494258187,0.508867482500678,0.610845114168517,1
"HM13",4371.25078502214,0.0277536404471974,0.0867173033713871,0.32004731891092,0.748932460201543,1
"NewGene_14751",5.8183634585443,0.158571983621694,0.689099499127029,0.230114785778509,0.818002575781305,1
