"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ALOX15",6706.17689450904,10.9425808314108,0.622942190994082,17.5659651723842,4.48992335568025e-69,9.43916587064659e-65
"CISH",511.167255346319,4.26659452617344,0.285138292513063,14.9632463902686,1.27644334719018e-50,1.34173342439896e-46
"CDC20B",417.354234050734,1.90343806782961,0.14365079785828,13.2504524597731,4.48491163787666e-40,3.14287657876937e-36
"SERPINB11",147.099985958512,5.53544422677045,0.485898192716914,11.3921893716436,4.57351458313069e-30,2.40372492702891e-26
"NewGene_14322",93.1801147002431,2.407464666154,0.230399760764539,10.4490762410745,1.47959313778371e-25,6.22109730712538e-22
"CCL26",451.161587854151,7.84148558270159,0.776052852460598,10.1043190007471,5.28615478706596e-24,1.85218053480813e-20
"DTWD2",1062.69549154312,-1.1536620062119,0.123150393178139,-9.36791167644185,7.39817631826086e-21,2.22188372483997e-17
"CD44",8438.91534028188,1.65148182292503,0.177834347398412,9.2866302099961,1.5925036890803e-20,4.18490063194189e-17
"SMR3B",68.1875698051924,5.37734399650584,0.603733496172072,8.90681737985467,5.25184633961172e-19,1.12721606993419e-15
"APOLD1",635.18891057101,2.32398978336427,0.260989941529527,8.90451857931599,5.3618230981981e-19,1.12721606993419e-15
"PMCH",1088.7706405559,2.32823003772554,0.266868516593539,8.72425892512308,2.67929421876426e-18,5.12061839646192e-15
"E2F7",467.97492906511,1.28741724334213,0.148133674749522,8.69091545537515,3.59530526674976e-18,6.29867521857335e-15
"ALPK2",6405.55438866818,1.32987810304223,0.159431137720015,8.34139505030499,7.34191714453248e-17,1.18730095484236e-13
"SLC26A4",82.5420673674528,4.81325210783225,0.583203952171849,8.25311983896494,1.54312175143362e-16,2.31721775574207e-13
"MME",3030.13291457368,4.02307904112585,0.501367630056198,8.0242097813034,1.02181555726768e-15,1.43210856402923e-12
"MMP28",163.976365499938,2.67442745162585,0.338658043376791,7.89713253215216,2.85392866525572e-15,3.74988389560443e-12
"CYP1B1",5851.28687793106,0.685770677286483,0.0877070430447809,7.81887809096866,5.32961932398558e-15,6.59085806165582e-12
"ABCB5",167.459716023008,-1.81458243253837,0.233768250108196,-7.76231345231233,8.3393983704642e-15,9.73995399679272e-12
"KRT7",887.561832122581,-1.60105890467101,0.209574293378056,-7.63957677663652,2.1793691897523e-14,2.41141465664014e-11
"ALDH9A1",3035.12714874165,0.539488521453735,0.0716698251911632,7.52741505947266,5.17546538097927e-14,5.44019043521636e-11
"TENM2",4109.86152059844,0.452024282468546,0.0602867943564928,7.4978987901662,6.48489396508957e-14,6.49199646800372e-11
