"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CAVIN2",101.072851616225,-1.59030454557847,0.315121488560808,-5.04663948130466,4.49648662294051e-07,0.000181190424958011
"VIPR2",831.36782676394,-0.644240676941629,0.127899170739918,-5.03709815485583,4.72642442696881e-07,0.000186721567361897
"MAP1LC3C",1244.00592196844,-1.01998771433654,0.203477450346763,-5.01278010216019,5.36491958889571e-07,0.000207869999763598
"DPP6",73.1646135213751,-2.9594522699219,0.591939216503498,-4.99958811210882,5.74529129243259e-07,0.000218407790490437
"KANK4",793.949842511497,1.35454811582707,0.271200074334609,4.99464507578201,5.89440682012033e-07,0.000219926867799601
"LTBP4",2438.88412926065,0.372872615943189,0.0749130556973752,4.97740497263221,6.44424017799212e-07,0.000236070092920337
"HRH2",242.287327152766,-1.11733888535101,0.225308933246945,-4.95914151848732,7.08053749262703e-07,0.000248439520212023
"NewGene_6397",72.6904268337186,-2.33357525248451,0.470745109088588,-4.95719489683613,7.15182259891667e-07,0.000248439520212023
"NewGene_14169",244.503818267829,-0.97220320126356,0.196074394222769,-4.95833841597387,7.10986368313762e-07,0.000248439520212023
"ITPKB",3165.4761722517,-0.54567131996543,0.111039845285393,-4.91419380640303,8.9148530538978e-07,0.000304434676830395
"SLC5A3",7835.45204810735,-0.811826714771555,0.166752989637197,-4.86843874006601,1.12483380128449e-06,0.000377719190471331
"GPER1",130.368645543587,-1.12905198831518,0.234166380886873,-4.82158021163865,1.42425428019962e-06,0.000470424184220689
"VSIR",53.1074307316924,-1.35134890864705,0.281872793461346,-4.79417999890209,1.63341566587746e-06,0.000530807400582243
"CA2",7963.19921493452,-0.924151882131606,0.193662765848289,-4.77196469896317,1.82437485268297e-06,0.00058345245288661
"LDLRAP1",1210.84144315585,-0.594362806140834,0.125375769860811,-4.74065129809917,2.13032300756727e-06,0.000660334583945622
"NewGene_10044",165.432950834818,-1.43356232464518,0.302333957931433,-4.74165169686396,2.11982841610904e-06,0.000660334583945622
"SNTA1",774.738922815427,-0.609405908315745,0.128777171877543,-4.73225106150989,2.22043535577244e-06,0.000677838356789442
"MS4A6A",813.510166496637,-1.56460403610254,0.33526416776176,-4.66677977115155,3.0595695551431e-06,0.000920062796970495
"SOD3",974.146897857285,-1.28358035596675,0.275807807361602,-4.65389420352374,3.25723976120258e-06,0.000965100981010435
"SULT1A1",257.354940046122,-0.931084491488956,0.200209439872537,-4.65055240193334,3.31047113958069e-06,0.000966657572757561
"NewGene_19476",22.3145077318576,5.94423088466804,1.2917822125044,4.60157356799631,4.19311000505593e-06,0.0012068968625981
"PROCR",461.463169048241,-0.777029230643703,0.169046040323525,-4.59655386873661,4.29535960093646e-06,0.00121891415830518
"IRS4",890.459121919537,-0.669673224882638,0.14604870213992,-4.5852733716255,4.53392823207005e-06,0.00125136419205133
"PPP1R3G",58.0448874063528,-1.52210835912889,0.331831791041105,-4.58698774566884,4.49687065156843e-06,0.00125136419205133
"TNNC1",177.022856946019,-0.961507634902283,0.211126326998022,-4.55418160574209,5.25899101169447e-06,0.00143186690410297
"SLC4A5",2807.29826675135,-1.1682993399316,0.258275878718196,-4.52345509665782,6.08382312856911e-06,0.00158753093874791
"AMTN",2254.11786416356,1.22434973577746,0.270795518173418,4.52130723593949,6.14589106721942e-06,0.00158753093874791
"TYR",2475.38901774958,-1.08720342707494,0.240099745023389,-4.52813236835812,5.95073021536513e-06,0.00158753093874791
"DKK2",6183.7436468774,-0.961982568832006,0.212590489267667,-4.52504988414981,6.03812618279784e-06,0.00158753093874791
"NewGene_2577",1057.15611940316,-1.27906711865278,0.283288851596758,-4.51506337592645,6.32978333683063e-06,0.00161433512241093
"TYRP1",783.701079805618,-1.21170561728341,0.270483127277897,-4.47978263737868,7.47190901190475e-06,0.00188180028464821
"ALDH1A1",275.192071312665,-0.948810400366169,0.212999716374424,-4.45451485342962,8.40831081953197e-06,0.00208652419166124
"GMPR",463.121180113445,-1.01779497878857,0.228728817444331,-4.44978901286141,8.5954689253466e-06,0.00208652419166124
"CNKSR3",691.906231200964,-0.839232194542371,0.188570079246248,-4.45050560458451,8.56683577789362e-06,0.00208652419166124
"SCRG1",150.59392982648,0.954197667543788,0.214604273119889,4.44631252524372,8.73568341539495e-06,0.00209531606492116
"ABHD4",1901.72822538016,-0.374581098689899,0.0845425658572972,-4.43068050858746,9.39361772364243e-06,0.00222661893995233
"RBM47",1798.00878778489,-0.760292495888406,0.171843122503641,-4.42434055440477,9.67373185985392e-06,0.00224327478029102
"TRPM3",4016.5055840182,-0.650251106406186,0.146980814241409,-4.42405432139042,9.68656471537217e-06,0.00224327478029102
"NELL2",12176.783030325,-0.470600400544501,0.106442031454907,-4.42118958189807,9.81590030631274e-06,0.00224739499285897
"GMNC",1429.66071502375,-0.84536495845036,0.191869044752911,-4.40594760629065,1.05322420759854e-05,0.00238431026232532
"HHIP",191.24877399891,1.36471921347251,0.310083710748667,4.40113158533072,1.07687790544871e-05,0.00241077067099784
"INPP5D",373.959437586989,-0.600591972031157,0.136599330225365,-4.3967417046649,1.09887981147779e-05,0.00243299235622576
"TNFAIP6",99.1138457180391,2.07896621683616,0.473384396816951,4.39170836811517,1.12463483505458e-05,0.00246295028876953
"MARVELD3",393.445492911178,-0.707512927989447,0.161323880854109,-4.3856676658385,1.15630550128148e-05,0.00249925908990709
"PBXIP1",7940.51374685413,-0.657077759228249,0.149886147543152,-4.38384580562441,1.1660232005721e-05,0.00249925908990709
"PRIMA1",354.013358090142,-1.21819156407188,0.280175230884191,-4.34796309519387,1.37407717888616e-05,0.00288384447918733
"HSD17B2",1479.57609368956,-1.21369126350428,0.279019708040114,-4.34984063322791,1.36236505665702e-05,0.00288384447918733
"NewGene_279",735.786337275189,-1.25965406765378,0.29016331708196,-4.34118992132273,1.41713162716405e-05,0.00294354309526818
"ITGA11",4901.53577316484,0.904167153612593,0.20875350338131,4.33126696782204,1.48253796732067e-05,0.00304797703730376
"ITM2A",270.236502553178,-0.803760083422673,0.185739980272301,-4.32734020023226,1.50920764737311e-05,0.00307146623022965
"CP",9653.32154101846,-1.38741052647304,0.321273274190462,-4.31847476254916,1.571111833158e-05,0.00316547612144674
"RAB11FIP1",2784.2951584682,-0.5489289779509,0.12761371514185,-4.30148889044358,1.69654281550609e-05,0.00338435095513037
"APOE",6961.54764163573,-0.556894299118675,0.13040519560787,-4.27049165121659,1.95042522679687e-05,0.00385266347740229
"MT1H",28.8947286727121,-3.53746727325812,0.830527851701669,-4.25929999338397,2.05068096426437e-05,0.00398911142088788
"LMX1A",2437.97006510497,-0.687660235724379,0.161483849825326,-4.25838395894208,2.05910059446267e-05,0.00398911142088788
"RUNX1",581.737660244424,1.20685104924368,0.284598132541636,4.24054451259312,2.22978209295059e-05,0.00423826883101589
"KCNE2",133.124294270409,-0.850641515603947,0.200589714359304,-4.24070355910795,2.22820255960883e-05,0.00423826883101589
"CCL19",9.74072057126554,5.8102576264483,1.38215806119382,4.20375772466268,2.62519927876076e-05,0.00494322570733382
"NewGene_4696",117.166613163921,12.571573466171,2.99689284084452,4.19486919746799,2.73029099571921e-05,0.00509350953534729
"HSPB7",155.843145035273,-0.969791659257299,0.231596869408728,-4.18741264393252,2.82152563991222e-05,0.00514285213733926
"RPS6KA1",249.186730910819,-0.689129016974583,0.164608778592964,-4.18646576971831,2.83331639490102e-05,0.00514285213733926
"HPD",130.417196192323,-1.23190824015051,0.294097118378846,-4.18878038296046,2.80457648066697e-05,0.00514285213733926
"NKAIN3",2088.05285938842,0.375913124555214,0.0900534514036058,4.17433333976761,2.98859903918083e-05,0.00537627620012637
"NQO1",3593.98863874557,-0.707100272896092,0.169486704316462,-4.17201028097053,3.01924010373892e-05,0.00538333182390546
"NewGene_15448",103.202520372384,-2.63093030223058,0.631563503978434,-4.16574150605197,3.10342190593381e-05,0.00548488987375038
"SLC7A8",5857.43109489573,-0.720592512761091,0.173316905842622,-4.15765853456565,3.21526137957491e-05,0.00563313793701524
"INHBA",835.691291192865,1.37454448904308,0.331484168045842,4.14663691827656,3.37394452241021e-05,0.00586019260668284
